,Builder Name,City,Locality,Property Type,Price in Crores,Area in Sqft,Construction Status,Age of property
5115,FuturelandAGENT0,Hyderabad,Gowrelly,"Residential PlotGowrelly, Hyderabad",0.1,1000,New,3 - 4 years old
5116,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1319,1080,New,Possession by Mar 2025
5117,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1319,1080,New,Possession by Mar 2025
5118,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1319,1080,New,Possession by Mar 2025
5119,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1319,1080,New,Possession by Mar 2025
5120,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.21989999999999998,1800,New,Possession by Mar 2025
5121,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.21989999999999998,1800,New,Possession by Mar 2025
5122,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1649,1350,New,Possession by Mar 2025
5123,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1649,1350,New,Possession by Mar 2025
5124,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1539,1260,New,Possession by Mar 2025
5125,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1539,1260,New,Possession by Mar 2025
5126,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1759,1440,New,Possession by Mar 2025
5127,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1759,1440,New,Possession by Mar 2025
5128,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.3299,2700,New,Possession by Mar 2025
5129,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.3299,2700,New,Possession by Mar 2025
5130,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2419,1980,New,Possession by Mar 2025
5131,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2419,1980,New,Possession by Mar 2025
5132,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2089,1710,New,Possession by Mar 2025
5133,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2089,1710,New,Possession by Mar 2025
5134,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.3079,2520,New,Possession by Mar 2025
5135,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.3079,2520,New,Possession by Mar 2025
5136,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2309,1890,New,Possession by Mar 2025
5137,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2309,1890,New,Possession by Mar 2025
5138,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2749,2250,New,Possession by Mar 2025
5139,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.2749,2250,New,Possession by Mar 2025
5140,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1979,1620,New,Possession by Mar 2025
5141,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1979,1620,New,Possession by Mar 2025
5142,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1429,1170,New,Possession by Mar 2025
5143,KumarAGENT0,Hyderabad,Yacharam,Residential Plot ,0.1429,1170,New,Possession by Mar 2025
5144,RamanaAGENT0,Hyderabad,Patancheru,"Residential PlotPatancheru, Hyderabad",0.5609000000000001,1440,New,2 open sides
5145,M Arun KumarAGENT0,Hyderabad,Mucherla,"Residential PlotMucherla, Hyderabad",0.198,5220,New,123 - 124 years old
5146,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.2937,2403,New,123 - 124 years old
5147,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.22,1800,New,123 - 124 years old
5148,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.46,3600,New,123 - 124 years old
5149,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.23,1800,New,123 - 124 years old
5150,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",1.1,9000,New,123 - 124 years old
5151,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.33,2700,New,123 - 124 years old
5152,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.575,4500,New,123 - 124 years old
5153,M Arun KumarAGENT0,Hyderabad,Adibatla,"Residential PlotAdibatla, Hyderabad",0.88,7200,New,123 - 124 years old
5154,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.14,1901,Under Construction,Possession by May 2024
5155,Sameer Kr MehraAGENT0,Hyderabad,Kompally,4 BHK Apartment ,1.35,2253,Under Construction,Possession by May 2024
5156,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.14,1908,Under Construction,Possession by May 2024
5157,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.9064,1511,Under Construction,Possession by May 2024
5158,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.13,1888,Under Construction,Possession by May 2024
5159,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.35,2264,Under Construction,Possession by May 2024
5160,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.9754,1626,Under Construction,Possession by May 2024
5161,Sameer Kr MehraAGENT0,Hyderabad,Kompally,4 BHK Apartment ,1.47,2464,Under Construction,Possession by May 2024
5162,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.9640000000000001,1607,Under Construction,Possession by May 2024
5163,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.12,1876,Under Construction,Possession by May 2024
5164,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.9676,1613,Under Construction,Possession by May 2024
5165,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.2,2007,Under Construction,Possession by May 2024
5166,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.8908,1485,Under Construction,Possession by May 2024
5167,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.9598,1600,Under Construction,Possession by May 2024
5168,Sameer Kr MehraAGENT0,Hyderabad,Kompally,2 BHK Apartment ,0.8654999999999999,1332,Under Construction,Possession by May 2024
5169,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.02,1709,Under Construction,Possession by May 2024
5170,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.01,1686,Under Construction,Possession by May 2024
5171,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.01,1684,Under Construction,Possession by May 2024
5172,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.01,1696,Under Construction,Possession by May 2024
5173,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.937,1562,Under Construction,Possession by May 2024
5174,Sameer Kr MehraAGENT0,Hyderabad,Kompally,5 BHK Apartment ,2.03,3400,Under Construction,Possession by May 2024
5175,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,0.9256,1543,Under Construction,Possession by May 2024
5176,Sameer Kr MehraAGENT0,Hyderabad,Kompally,4 BHK Apartment ,1.38,2317,Under Construction,Possession by May 2024
5177,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.08,1812,Under Construction,Possession by May 2024
5178,Sameer Kr MehraAGENT0,Hyderabad,Kompally,3 BHK Apartment ,1.07,1786,Under Construction,Possession by May 2024
5179,Sameer Kr MehraAGENT0,Hyderabad,Kompally,2 BHK Apartment ,0.9883,1521,Under Construction,Possession by May 2024
5180,Suryadoy Land BuilderAGENT0,Hyderabad,Kollur,"Residential PlotKollur, Hyderabad",0.0393,1620,New,6 - 7 years old
5181,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.5947,3150,New,Possession by Mar 2023
5182,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.5947,3150,New,Possession by Mar 2023
5183,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.5947,3150,New,Possession by Mar 2023
5184,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.5947,3150,New,Possession by Mar 2023
5185,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.3772,1998,New,Possession by Mar 2023
5186,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.3772,1998,New,Possession by Mar 2023
5187,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.2803,1485,New,Possession by Mar 2023
5188,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.2803,1485,New,Possession by Mar 2023
5189,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.42479999999999996,2250,New,Possession by Mar 2023
5190,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.42479999999999996,2250,New,Possession by Mar 2023
5191,HimayathAGENT0,Hyderabad,Shankarpalli,Residential Plot ,0.5658,2997,New,Possession by Mar 2023
